FZ,SR,SA,V,FX,NFX,NFY
-1071.01,0.194,6.061,72.46,-1881.06,1.76,1.1
-1084.6,0.195,6.045,72.45,-1887.16,1.74,1.08
-1095.28,0.196,6.056,72.43,-1888.3,1.72,1.06
-1110.17,0.197,6.05,72.41,-1882.71,1.7,1.03
-1111.24,0.199,6.055,72.38,-1879.68,1.69,1.02
-1100.59,0.2,6.043,72.36,-1877.92,1.71,1.02
-1082.96,0.201,6.053,72.34,-1880.3,1.74,1.04
-1074.27,0.201,6.05,72.33,-1883.47,1.75,1.06
-1070.03,0.202,6.046,72.32,-1892.7,1.77,1.06
-1081.51,0.202,6.048,72.32,-1898.41,1.76,1.04
-1092.63,0.202,6.052,72.33,-1902.31,1.74,1.02
-1105.99,0.202,6.046,72.35,-1904.78,1.72,1.0
-1107.1,0.203,6.046,72.36,-1908.79,1.72,0.99
-1099.98,0.203,6.05,72.37,-1917.09,1.74,1.0
-1080.96,0.202,6.055,72.37,-1924.63,1.78,1.03
-1066.78,0.202,6.046,72.38,-1925.62,1.81,1.07
-1060.92,0.201,6.048,72.4,-1920.51,1.81,1.08
-1066.81,0.202,6.049,72.42,-1908.67,1.79,1.07
-1086.87,0.202,6.05,72.44,-1900.8,1.75,1.03
-1101.08,0.203,6.055,72.44,-1890.79,1.72,1.0
-1107.25,0.204,6.059,72.46,-1887.29,1.7,0.98
-1100.49,0.204,6.049,72.47,-1891.23,1.72,0.98
-1087.15,0.205,6.048,72.48,-1902.48,1.75,1.0
-1069.98,0.205,6.056,72.46,-1915.01,1.79,1.03
-1059.21,0.205,6.053,72.47,-1926.6,1.82,1.06
-1057.86,0.205,6.058,72.47,-1930.61,1.83,1.07
-1064.11,0.204,6.059,72.46,-1928.65,1.81,1.06
-1085.23,0.204,6.053,72.45,-1916.93,1.77,1.03
-1097.73,0.203,6.055,72.44,-1904.84,1.74,1.0
-1095.3,0.203,6.05,72.44,-1898.13,1.73,1.0
-1087.59,0.203,6.055,72.43,-1898.45,1.75,1.01
-1072.68,0.202,6.062,72.42,-1899.31,1.77,1.03
-1061.93,0.203,6.049,72.41,-1899.59,1.79,1.05
-1059.44,0.202,6.033,72.41,-1903.47,1.8,1.06
-1067.95,0.203,6.045,72.41,-1906.82,1.79,1.05
-1081.96,0.203,6.052,72.41,-1906.74,1.76,1.03
-1096.7,0.203,6.05,72.41,-1901.11,1.73,1.0
-1096.28,0.203,6.048,72.41,-1898.7,1.73,1.0
-1087.94,0.203,6.046,72.41,-1896.07,1.74,1.0
-1075.54,0.202,6.048,72.42,-1893.79,1.76,1.02
-1062.53,0.202,6.04,72.41,-1893.84,1.78,1.04
-1054.86,0.202,6.059,72.41,-1891.55,1.79,1.06
-1061.86,0.202,6.062,72.42,-1889.8,1.78,1.05
-1079.43,0.203,6.058,72.42,-1878.62,1.74,1.02
-1095.38,0.202,6.055,72.42,-1863.78,1.7,1.0
-1103.63,0.203,6.056,72.42,-1853.52,1.68,0.98
-1098.38,0.203,6.053,72.44,-1844.68,1.68,0.98
-1088.54,0.203,6.053,72.45,-1838.27,1.69,0.99
-1069.78,0.203,6.046,72.47,-1839.0,1.72,1.01
-1066.33,0.203,6.055,72.48,-1850.37,1.74,1.02
-1066.88,0.203,6.055,72.49,-1865.27,1.75,1.03
-1077.37,0.204,6.055,72.5,-1874.4,1.74,1.01
-1093.57,0.203,6.049,72.5,-1868.26,1.71,0.99
-1099.1,0.204,6.05,72.5,-1854.94,1.69,0.98
-1099.14,0.203,6.046,72.48,-1842.02,1.68,0.97
-1094.3,0.203,6.043,72.47,-1831.1,1.67,0.97
-1078.83,0.203,6.049,72.46,-1824.47,1.69,1.0
-1070.85,0.203,6.055,72.44,-1824.35,1.7,1.01
-1069.45,0.203,6.045,72.44,-1835.44,1.72,1.02
-1075.7,0.202,6.059,72.43,-1850.03,1.72,1.01
-1089.72,0.202,6.058,72.43,-1860.09,1.71,0.99
-1098.75,0.202,6.05,72.42,-1867.29,1.7,0.97
-1097.69,0.202,6.033,72.42,-1867.14,1.7,0.97
-1089.36,0.201,6.052,72.41,-1861.6,1.71,0.99
-1077.12,0.2,6.055,72.42,-1844.49,1.71,1.01
-1065.7,0.199,6.05,72.42,-1831.77,1.72,1.03
-1060.45,0.198,6.042,72.43,-1828.06,1.72,1.04
-1065.95,0.196,6.052,72.43,-1832.28,1.72,1.04
-1076.72,0.195,6.049,72.44,-1838.73,1.71,1.04
-1087.76,0.192,6.049,72.43,-1839.38,1.69,1.03
-1089.45,0.192,6.05,72.43,-1835.77,1.69,1.03
-1079.63,0.19,6.05,72.42,-1830.81,1.7,1.05
-1065.69,0.188,6.046,72.41,-1822.74,1.71,1.07
-1052.55,0.187,6.058,72.4,-1815.66,1.73,1.11
-1044.13,0.185,6.045,72.4,-1815.14,1.74,1.13
-1050.52,0.183,6.056,72.4,-1814.2,1.73,1.14
-1058.73,0.183,6.056,72.41,-1810.79,1.71,1.13
-1073.04,0.183,6.05,72.44,-1801.46,1.68,1.11
-1080.7,0.183,6.061,72.44,-1793.28,1.66,1.09
-1075.56,0.182,6.048,72.44,-1790.45,1.66,1.1
-1060.95,0.182,6.034,72.44,-1786.19,1.68,1.11
-1046.19,0.181,6.061,72.44,-1790.3,1.71,1.14
-1037.04,0.179,6.053,72.44,-1788.52,1.72,1.17
-1041.55,0.178,6.059,72.44,-1787.67,1.72,1.17
-1055.18,0.177,6.043,72.44,-1776.92,1.68,1.16
-1068.49,0.175,6.059,72.44,-1760.26,1.65,1.14
-1077.13,0.174,6.049,72.43,-1745.79,1.62,1.13
-1077.68,0.174,6.049,72.4,-1738.86,1.61,1.13
-1060.82,0.173,6.052,72.4,-1731.65,1.63,1.15
-1046.16,0.172,6.067,72.39,-1726.48,1.65,1.18
-1043.32,0.172,6.048,72.38,-1722.69,1.65,1.18
-1046.26,0.171,6.026,72.38,-1720.97,1.64,1.18
-1057.48,0.169,6.058,72.4,-1716.48,1.62,1.17
-1070.24,0.169,6.049,72.42,-1704.54,1.59,1.16
-1078.43,0.167,6.05,72.42,-1692.1,1.57,1.15
-1072.11,0.166,6.05,72.42,-1682.17,1.57,1.17
-1058.85,0.165,6.055,72.44,-1674.62,1.58,1.19
-1040.76,0.164,6.049,72.43,-1671.15,1.61,1.22
-1035.27,0.164,6.061,72.46,-1674.31,1.62,1.24
-1041.52,0.164,6.062,72.48,-1681.99,1.61,1.23
-1057.09,0.164,6.052,72.5,-1684.63,1.59,1.21
-1071.65,0.164,6.055,72.52,-1676.32,1.56,1.19
-1076.76,0.163,6.049,72.53,-1668.54,1.55,1.18
-1066.7,0.162,6.053,72.54,-1660.94,1.56,1.19
-1053.22,0.161,6.056,72.53,-1654.15,1.57,1.22
-1038.6,0.159,6.059,72.52,-1648.2,1.59,1.25
-1034.44,0.157,6.05,72.5,-1647.44,1.59,1.28
-1042.19,0.156,6.053,72.5,-1642.83,1.58,1.28
-1058.98,0.154,6.058,72.49,-1635.45,1.54,1.27
-1070.35,0.153,6.055,72.48,-1620.5,1.51,1.25
-1070.87,0.152,6.058,72.46,-1605.49,1.5,1.25
-1063.42,0.151,6.052,72.45,-1593.18,1.5,1.26
-1048.58,0.149,6.052,72.43,-1581.37,1.51,1.29
-1037.03,0.148,6.053,72.42,-1570.46,1.51,1.31
-1035.15,0.146,6.045,72.42,-1564.4,1.51,1.33
-1051.31,0.145,6.046,72.42,-1562.91,1.49,1.32
-1060.82,0.144,6.053,72.44,-1556.97,1.47,1.32
-1074.06,0.143,6.055,72.43,-1547.92,1.44,1.3
-1068.35,0.142,6.056,72.43,-1540.35,1.44,1.31
-1057.06,0.141,6.053,72.43,-1537.71,1.45,1.32
-1042.01,0.141,6.036,72.42,-1535.66,1.47,1.35
-1033.73,0.14,6.069,72.41,-1531.18,1.48,1.37
-1041.97,0.14,6.059,72.41,-1522.72,1.46,1.37
-1059.3,0.139,6.058,72.42,-1513.1,1.43,1.35
-1075.67,0.138,6.052,72.42,-1497.01,1.39,1.33
-1079.69,0.136,6.065,72.44,-1481.7,1.37,1.32
-1072.64,0.135,6.052,72.45,-1469.27,1.37,1.34
-1057.72,0.134,6.052,72.46,-1461.34,1.38,1.37
-1042.44,0.133,6.053,72.47,-1454.79,1.4,1.4
-1037.06,0.133,6.053,72.47,-1448.91,1.4,1.42
-1048.41,0.132,6.049,72.46,-1445.74,1.38,1.41
-1065.78,0.132,6.046,72.47,-1440.41,1.35,1.39
-1077.97,0.131,6.053,72.47,-1429.47,1.33,1.36
-1079.95,0.13,6.052,72.47,-1416.81,1.31,1.36
-1069.61,0.129,6.053,72.47,-1402.62,1.31,1.37
-1052.76,0.128,6.056,72.47,-1384.86,1.32,1.41
-1040.95,0.126,6.059,72.45,-1373.68,1.32,1.44
-1038.15,0.125,6.059,72.45,-1362.9,1.31,1.46
-1053.38,0.124,6.05,72.44,-1354.32,1.29,1.44
-1069.94,0.123,6.05,72.44,-1346.1,1.26,1.42
-1081.58,0.123,6.068,72.44,-1336.93,1.24,1.4
-1079.55,0.122,6.052,72.44,-1324.21,1.23,1.4
-1066.47,0.12,6.05,72.42,-1310.21,1.23,1.42
-1051.38,0.119,6.056,72.42,-1291.64,1.23,1.45
-1045.72,0.118,6.052,72.42,-1273.93,1.22,1.47
-1053.35,0.116,6.05,72.41,-1261.0,1.2,1.47
-1064.1,0.115,6.05,72.42,-1246.03,1.17,1.47
-1076.35,0.114,6.055,72.44,-1232.43,1.15,1.46
-1080.35,0.113,6.055,72.44,-1223.42,1.13,1.45
-1071.48,0.113,6.058,72.46,-1215.24,1.13,1.47
-1054.3,0.112,6.058,72.46,-1207.5,1.15,1.49
-1044.48,0.112,6.059,72.46,-1202.44,1.15,1.51
-1044.82,0.111,6.059,72.48,-1196.27,1.14,1.52
-1056.06,0.11,6.048,72.48,-1188.68,1.13,1.51
-1074.9,0.108,6.056,72.48,-1167.49,1.09,1.49
-1082.25,0.107,6.053,72.49,-1143.9,1.06,1.48
-1077.33,0.106,6.055,72.49,-1116.11,1.04,1.49
-1062.79,0.105,6.056,72.48,-1094.73,1.03,1.52
-1049.84,0.104,6.056,72.46,-1078.98,1.03,1.55
-1043.9,0.103,6.056,72.46,-1070.91,1.03,1.57
-1051.34,0.102,6.062,72.44,-1062.67,1.01,1.56
-1072.27,0.1,6.052,72.43,-1049.39,0.98,1.54
-1084.32,0.099,6.061,72.42,-1026.53,0.95,1.52
-1083.43,0.097,6.049,72.41,-998.81,0.92,1.52
-1071.56,0.096,6.05,72.41,-968.27,0.9,1.55
-1054.49,0.095,6.059,72.41,-942.41,0.89,1.59
-1044.54,0.093,6.045,72.42,-928.63,0.89,1.61
-1049.23,0.093,6.048,72.43,-924.17,0.88,1.62
-1061.7,0.092,6.048,72.45,-927.64,0.87,1.6
-1076.39,0.092,6.053,72.46,-931.33,0.87,1.58
-1083.38,0.092,6.048,72.48,-927.76,0.86,1.56
-1074.08,0.092,6.05,72.48,-919.12,0.86,1.57
-1058.37,0.092,6.055,72.49,-904.88,0.85,1.6
-1050.27,0.091,6.048,72.49,-888.25,0.85,1.61
-1053.32,0.09,6.053,72.49,-874.85,0.83,1.61
-1067.29,0.088,6.053,72.49,-860.03,0.81,1.59
-1083.39,0.087,6.053,72.5,-834.88,0.77,1.57
-1090.19,0.086,6.061,72.5,-805.59,0.74,1.57
-1085.72,0.085,6.052,72.51,-778.6,0.72,1.58
-1065.42,0.084,6.05,72.5,-759.63,0.71,1.63
-1052.4,0.084,6.053,72.5,-748.97,0.71,1.65
-1050.3,0.083,6.048,72.5,-741.33,0.71,1.66
-1058.52,0.082,6.048,72.49,-727.88,0.69,1.64
-1079.67,0.081,6.052,72.49,-703.4,0.65,1.61
-1090.23,0.079,6.058,72.49,-667.05,0.61,1.59
-1090.41,0.078,6.048,72.48,-622.13,0.57,1.6
-1073.85,0.076,6.053,72.46,-579.26,0.54,1.63
-1061.26,0.074,6.048,72.46,-542.27,0.51,1.66
-1055.93,0.073,6.045,72.45,-520.2,0.49,1.67
-1066.13,0.072,6.059,72.45,-508.77,0.48,1.66
-1080.58,0.071,6.059,72.44,-503.62,0.47,1.63
-1094.18,0.071,6.05,72.44,-492.16,0.45,1.61
-1096.05,0.069,6.05,72.45,-467.52,0.43,1.61
-1082.82,0.068,6.058,72.44,-435.07,0.4,1.63
-1069.84,0.066,6.058,72.44,-403.97,0.38,1.66
-1064.71,0.065,6.034,72.45,-377.65,0.35,1.67
-1071.94,0.065,6.052,72.45,-367.19,0.34,1.65
-1087.14,0.064,6.058,72.45,-363.86,0.33,1.63
-1096.13,0.063,6.049,72.44,-357.85,0.33,1.62
-1096.82,0.063,6.053,72.44,-345.27,0.31,1.62
-1084.22,0.063,6.055,72.44,-324.77,0.3,1.65
-1068.95,0.061,6.058,72.44,-297.68,0.28,1.68
-1066.53,0.061,6.059,72.44,-275.05,0.26,1.68
-1074.22,0.059,6.052,72.44,-250.94,0.23,1.66
-1090.25,0.057,6.053,72.46,-223.1,0.2,1.63
-1101.68,0.057,6.058,72.47,-187.93,0.17,1.61
-1106.49,0.055,6.05,72.49,-147.83,0.13,1.61
-1096.34,0.055,6.029,72.5,-110.66,0.1,1.63
-1082.33,0.053,6.046,72.51,-91.65,0.08,1.65
-1073.95,0.054,6.053,72.51,-88.55,0.08,1.67
-1080.44,0.054,6.053,72.53,-97.23,0.09,1.66
-1095.15,0.053,6.05,72.52,-99.77,0.09,1.63
-1108.03,0.052,6.05,72.53,-89.48,0.08,1.61
-1107.66,0.051,6.052,72.51,-59.38,0.05,1.61
-1100.18,0.05,6.053,72.51,-18.53,0.02,1.62
-1086.16,0.049,6.058,72.49,26.7,-0.02,1.64
-1081.82,0.047,6.059,72.48,61.42,-0.06,1.65
-1087.57,0.045,6.053,72.47,86.29,-0.08,1.64
-1100.14,0.044,6.053,72.45,104.87,-0.1,1.62
-1111.97,0.043,6.05,72.44,127.38,-0.11,1.6
-1111.6,0.042,6.05,72.43,154.08,-0.14,1.6
-1097.0,0.042,6.046,72.43,184.48,-0.17,1.62
-1085.68,0.041,6.055,72.41,215.67,-0.2,1.64
-1082.23,0.039,6.048,72.4,240.75,-0.22,1.64
-1097.81,0.037,6.048,72.4,261.61,-0.24,1.61
-1114.02,0.036,6.052,72.41,284.67,-0.26,1.58
-1122.42,0.035,6.053,72.41,317.87,-0.28,1.56
-1117.81,0.034,6.046,72.41,356.99,-0.32,1.57
-1103.0,0.033,6.046,72.43,388.75,-0.35,1.59
-1090.63,0.032,6.058,72.43,406.4,-0.37,1.62
-1089.9,0.032,6.046,72.44,406.25,-0.37,1.62
-1100.07,0.032,6.048,72.45,399.51,-0.36,1.6
-1112.06,0.031,6.046,72.48,408.96,-0.37,1.58
-1117.07,0.031,6.052,72.5,439.26,-0.39,1.56
-1111.73,0.029,6.052,72.51,486.22,-0.44,1.57
-1102.91,0.028,6.048,72.54,535.43,-0.49,1.58
-1096.19,0.027,6.061,72.55,573.81,-0.52,1.59
-1097.14,0.025,6.059,72.56,598.92,-0.55,1.58
-1108.25,0.024,6.053,72.57,612.96,-0.55,1.56
-1120.7,0.023,6.049,72.57,626.41,-0.56,1.53
-1123.51,0.022,6.055,72.57,646.77,-0.58,1.53
-1116.63,0.022,6.059,72.58,676.32,-0.61,1.54
-1106.17,0.021,6.048,72.59,706.14,-0.64,1.55
-1098.66,0.02,6.05,72.57,734.32,-0.67,1.56
-1102.57,0.018,6.055,72.57,756.68,-0.69,1.54
-1116.43,0.017,6.055,72.57,773.13,-0.69,1.52
-1125.52,0.015,6.05,72.57,796.85,-0.71,1.5
-1122.5,0.014,6.059,72.57,827.3,-0.74,1.5
-1112.3,0.014,6.046,72.57,856.39,-0.77,1.51
-1099.63,0.014,6.055,72.58,870.85,-0.79,1.53
-1099.5,0.013,6.056,72.59,868.01,-0.79,1.53
-1110.39,0.013,6.04,72.6,854.87,-0.77,1.51
-1120.47,0.012,6.058,72.6,852.13,-0.76,1.49
-1123.73,0.012,6.052,72.62,868.76,-0.77,1.48
-1119.32,0.011,6.048,72.63,905.55,-0.81,1.48
-1106.55,0.01,6.049,72.64,951.02,-0.86,1.5
-1098.81,0.008,6.059,72.66,985.13,-0.9,1.5
-1101.39,0.007,6.056,72.68,1003.14,-0.91,1.49
-1111.77,0.006,6.059,72.68,1006.51,-0.91,1.47
-1125.77,0.006,6.052,72.7,1015.63,-0.9,1.45
-1128.66,0.005,6.056,72.72,1041.05,-0.92,1.44
-1120.74,0.004,6.056,72.73,1080.51,-0.96,1.45
-1108.41,0.003,6.048,72.75,1123.07,-1.01,1.46
-1105.32,0.001,6.048,72.74,1157.06,-1.05,1.45
-1113.67,0.001,6.052,72.74,1178.32,-1.06,1.43
-1128.46,0.002,6.049,72.73,1194.59,-1.06,1.4
-1134.96,0.003,6.042,72.71,1220.78,-1.08,1.38
-1135.06,0.004,6.046,72.7,1257.33,-1.11,1.37
-1124.22,0.005,6.052,72.68,1289.26,-1.15,1.38
-1116.69,0.006,6.049,72.66,1303.75,-1.17,1.39
-1116.12,0.006,6.046,72.64,1302.02,-1.17,1.39
-1124.75,0.007,6.048,72.62,1297.67,-1.15,1.37
-1128.97,0.008,6.039,72.59,1309.2,-1.16,1.36
-1139.22,0.01,6.056,72.58,1342.51,-1.18,1.35
-1127.51,0.011,6.055,72.56,1391.77,-1.23,1.36
-1114.64,0.013,6.052,72.53,1440.7,-1.29,1.36
-1111.24,0.015,6.045,72.53,1476.2,-1.33,1.35
-1120.73,0.016,6.05,72.51,1497.17,-1.34,1.33
-1135.43,0.018,6.048,72.51,1510.81,-1.33,1.3
-1143.93,0.019,6.055,72.51,1531.67,-1.34,1.28
-1139.46,0.021,6.052,72.5,1567.78,-1.38,1.28
-1127.97,0.022,6.059,72.52,1609.73,-1.43,1.28
-1120.82,0.023,6.049,72.53,1642.04,-1.47,1.29
-1123.16,0.025,6.056,72.54,1657.29,-1.48,1.28
-1135.62,0.026,6.059,72.56,1660.54,-1.46,1.25
-1145.05,0.027,6.049,72.56,1673.7,-1.46,1.23
-1151.16,0.029,6.056,72.56,1700.02,-1.48,1.21
-1145.02,0.03,6.059,72.56,1732.88,-1.51,1.21
-1133.22,0.029,6.053,72.57,1754.97,-1.55,1.22
-1127.26,0.03,6.055,72.56,1753.2,-1.56,1.22
-1129.18,0.03,6.059,72.56,1732.57,-1.53,1.22
-1143.6,0.031,6.056,72.55,1710.42,-1.5,1.2
-1146.51,0.031,6.052,72.54,1710.65,-1.49,1.2
-1137.8,0.032,6.046,72.54,1735.76,-1.53,1.21
-1122.17,0.032,6.04,72.52,1773.12,-1.58,1.22
-1116.17,0.034,6.046,72.51,1799.5,-1.61,1.22
-1124.83,0.036,6.049,72.5,1805.54,-1.61,1.2
-1140.51,0.038,6.05,72.47,1805.74,-1.58,1.17
-1150.48,0.039,6.049,72.46,1812.09,-1.58,1.15
-1150.19,0.04,6.052,72.45,1833.95,-1.59,1.14
-1139.0,0.041,6.046,72.44,1864.88,-1.64,1.15
-1127.2,0.042,6.046,72.43,1887.11,-1.67,1.16
-1124.31,0.043,6.053,72.44,1893.06,-1.68,1.16
-1133.88,0.045,6.056,72.44,1889.38,-1.67,1.14
-1146.52,0.047,6.048,72.43,1890.73,-1.65,1.12
-1151.82,0.048,6.064,72.42,1907.13,-1.66,1.11
-1147.6,0.048,6.058,72.43,1934.12,-1.69,1.1
-1133.6,0.049,6.058,72.41,1957.23,-1.73,1.11
-1128.7,0.05,6.068,72.4,1961.73,-1.74,1.11
-1134.06,0.05,6.05,72.41,1947.98,-1.72,1.1
-1144.2,0.051,6.056,72.41,1927.04,-1.68,1.09
-1148.18,0.051,6.049,72.43,1925.55,-1.68,1.08
-1141.2,0.052,6.059,72.44,1942.2,-1.7,1.08
-1133.57,0.053,6.05,72.45,1964.6,-1.73,1.09
-1128.57,0.054,6.05,72.47,1979.96,-1.75,1.1
-1130.93,0.055,6.049,72.48,1979.66,-1.75,1.08
-1137.31,0.057,6.053,72.47,1977.22,-1.74,1.07
-1148.44,0.058,6.052,72.49,1986.36,-1.73,1.05
-1153.76,0.059,6.049,72.49,2011.92,-1.74,1.04
-1142.21,0.059,6.055,72.49,2034.84,-1.78,1.05
-1126.71,0.059,6.056,72.49,2043.96,-1.81,1.06
-1121.25,0.06,6.055,72.49,2033.34,-1.81,1.06
-1132.68,0.061,6.059,72.49,2013.67,-1.78,1.05
-1146.74,0.062,6.058,72.5,2004.35,-1.75,1.03
-1146.69,0.064,6.04,72.48,2020.5,-1.76,1.03
-1135.53,0.065,6.053,72.48,2051.78,-1.81,1.04
-1123.64,0.066,6.053,72.46,2075.55,-1.85,1.04
-1119.55,0.066,6.055,72.46,2074.36,-1.85,1.04
-1130.09,0.068,6.058,72.45,2055.8,-1.82,1.03
-1144.4,0.069,6.048,72.45,2041.23,-1.78,1.01
-1144.98,0.069,6.059,72.44,2051.85,-1.79,1.0
-1138.6,0.07,6.049,72.44,2078.47,-1.83,1.0
-1130.54,0.072,6.048,72.42,2106.04,-1.86,1.01
-1124.21,0.073,6.056,72.42,2113.36,-1.88,1.01
-1124.3,0.075,6.058,72.41,2104.94,-1.87,1.0
-1136.64,0.077,6.049,72.42,2097.8,-1.85,0.99
-1145.08,0.078,6.052,72.42,2106.91,-1.84,0.97
-1142.82,0.079,6.052,72.44,2128.79,-1.86,0.97
-1131.83,0.08,6.049,72.44,2148.05,-1.9,0.98
-1121.02,0.08,6.049,72.46,2148.47,-1.92,0.98
-1125.14,0.08,6.055,72.46,2132.37,-1.9,0.97
-1137.41,0.081,6.053,72.45,2116.71,-1.86,0.96
-1148.63,0.082,6.049,72.45,2120.22,-1.85,0.95
-1140.86,0.083,6.046,72.45,2144.84,-1.88,0.95
-1128.9,0.084,6.048,72.46,2174.21,-1.93,0.96
-1126.08,0.086,6.048,72.44,2182.25,-1.94,0.96
-1126.35,0.087,6.052,72.45,2164.88,-1.92,0.95
-1140.07,0.088,6.05,72.45,2138.51,-1.88,0.94
-1144.53,0.088,6.053,72.46,2130.12,-1.86,0.92
-1146.05,0.089,6.05,72.45,2144.31,-1.87,0.92
-1135.78,0.09,6.056,72.44,2167.04,-1.91,0.93
-1125.89,0.09,6.052,72.44,2178.24,-1.93,0.93
-1122.96,0.091,6.046,72.42,2163.53,-1.93,0.93
-1128.92,0.092,6.068,72.42,2141.37,-1.9,0.93
-1137.2,0.093,6.048,72.4,2140.47,-1.88,0.91
-1145.25,0.095,6.052,72.38,2164.28,-1.89,0.91
-1134.93,0.096,6.058,72.38,2193.02,-1.93,0.91
-1124.87,0.098,6.052,72.39,2203.4,-1.96,0.91
-1122.99,0.098,6.053,72.4,2186.37,-1.95,0.91
-1134.85,0.099,6.053,72.4,2154.48,-1.9,0.89
-211.77,0.138,6.062,72.45,367.3,-1.73,1.2
-218.49,0.137,6.053,72.45,356.6,-1.63,1.11
-216.91,0.138,6.052,72.44,372.37,-1.72,1.11
-202.34,0.137,6.053,72.43,387.23,-1.91,1.23
-196.66,0.137,6.05,72.42,389.91,-1.98,1.29
-200.39,0.137,6.059,72.42,368.8,-1.84,1.26
-213.02,0.137,6.059,72.41,343.53,-1.61,1.15
-219.67,0.138,6.059,72.4,335.45,-1.53,1.07
-217.16,0.138,6.056,72.4,351.13,-1.62,1.09
-208.36,0.137,6.058,72.39,375.82,-1.8,1.16
-196.06,0.137,6.059,72.39,384.33,-1.96,1.26
-199.13,0.137,6.055,72.38,370.99,-1.86,1.23
-210.97,0.137,6.052,72.39,343.45,-1.63,1.11
-220.9,0.137,6.056,72.39,327.69,-1.48,1.02
-220.8,0.136,6.077,72.39,337.36,-1.53,1.01
-210.0,0.135,6.049,72.38,359.14,-1.71,1.1
-196.35,0.134,6.049,72.38,373.65,-1.9,1.24
-194.89,0.132,6.055,72.39,362.07,-1.86,1.28
-204.16,0.131,6.053,72.4,335.35,-1.64,1.2
-216.46,0.129,6.053,72.41,314.39,-1.45,1.09
-218.21,0.127,6.059,72.42,320.3,-1.47,1.06
-209.16,0.126,6.055,72.43,349.79,-1.67,1.13
-195.04,0.124,6.059,72.45,379.0,-1.94,1.3
-190.91,0.124,6.058,72.45,381.71,-2.0,1.39
-194.29,0.124,6.053,72.45,360.83,-1.86,1.37
-202.37,0.123,6.056,72.46,330.68,-1.63,1.27
-210.85,0.122,6.058,72.45,317.82,-1.51,1.18
-206.57,0.121,6.062,72.46,330.64,-1.6,1.2
-196.53,0.12,6.061,72.45,354.06,-1.8,1.31
-190.58,0.118,6.068,72.45,368.13,-1.93,1.42
-193.06,0.118,6.05,72.44,360.47,-1.87,1.43
-204.42,0.117,6.052,72.43,339.76,-1.66,1.33
-211.51,0.116,6.049,72.42,327.57,-1.55,1.25
-208.63,0.115,6.05,72.42,338.66,-1.62,1.26
-196.01,0.115,6.053,72.41,361.24,-1.84,1.41
-186.44,0.115,6.059,72.39,374.23,-2.01,1.56
-184.03,0.113,6.048,72.39,362.64,-1.97,1.61
-195.12,0.112,6.049,72.38,338.16,-1.73,1.49
-208.02,0.11,6.065,72.4,313.52,-1.51,1.35
-210.25,0.109,6.056,72.39,310.97,-1.48,1.29
-202.64,0.107,6.065,72.4,328.3,-1.62,1.32
-190.77,0.106,6.064,72.39,345.35,-1.81,1.45
-183.62,0.106,6.055,72.38,347.01,-1.89,1.58
-188.96,0.105,6.049,72.39,328.84,-1.74,1.56
-200.94,0.105,6.056,72.41,306.96,-1.53,1.43
-209.27,0.104,6.053,72.41,301.15,-1.44,1.35
-206.1,0.104,6.055,72.42,313.27,-1.52,1.37
-192.95,0.102,6.053,72.43,330.47,-1.71,1.5
-183.25,0.101,6.052,72.44,333.75,-1.82,1.62
-187.28,0.099,6.059,72.45,312.77,-1.67,1.59
-197.28,0.098,6.053,72.45,282.4,-1.43,1.45
-205.33,0.097,6.048,72.46,261.07,-1.27,1.32
-206.08,0.096,6.05,72.46,268.45,-1.3,1.28
-197.29,0.095,6.062,72.45,292.91,-1.48,1.37
-183.88,0.094,6.055,72.45,309.1,-1.68,1.53
-178.24,0.094,6.052,72.44,306.53,-1.72,1.62
-186.96,0.093,6.053,72.44,280.2,-1.5,1.53
-198.48,0.092,6.069,72.43,253.53,-1.28,1.39
-202.25,0.091,6.046,72.42,246.37,-1.22,1.32
-197.63,0.089,6.053,72.41,261.53,-1.32,1.35
-187.74,0.088,6.059,72.4,281.81,-1.5,1.49
-178.55,0.087,6.059,72.39,286.25,-1.6,1.62
-182.87,0.086,6.056,72.38,271.42,-1.48,1.59
-194.83,0.086,6.058,72.38,247.41,-1.27,1.45
-207.17,0.085,6.05,72.38,233.97,-1.13,1.31
-207.01,0.084,6.058,72.37,244.25,-1.18,1.28
-193.76,0.083,6.048,72.37,267.64,-1.38,1.42
-178.29,0.082,6.053,72.36,286.88,-1.61,1.67
-172.17,0.081,6.065,72.36,287.47,-1.67,1.85
-179.42,0.079,6.056,72.37,268.11,-1.49,1.83
-194.86,0.078,6.056,72.37,247.59,-1.27,1.65
-202.5,0.078,6.056,72.37,237.8,-1.17,1.52
-196.49,0.076,6.075,72.38,249.57,-1.27,1.53
-185.85,0.075,6.055,72.38,265.06,-1.43,1.65
-177.25,0.074,6.059,72.39,271.14,-1.53,1.79
-184.39,0.072,6.055,72.4,261.78,-1.42,1.77
-193.45,0.071,6.056,72.4,242.17,-1.25,1.71
-201.45,0.069,6.061,72.41,227.63,-1.13,1.63
-199.84,0.068,6.056,72.41,233.24,-1.17,1.64
-188.89,0.067,6.058,72.41,253.74,-1.34,1.77
-174.15,0.066,6.058,72.41,271.03,-1.56,2.0
-173.81,0.066,6.062,72.41,273.75,-1.57,2.09
-182.75,0.066,6.055,72.39,254.63,-1.39,1.98
-195.19,0.066,6.053,72.38,230.84,-1.18,1.81
-200.4,0.065,6.052,72.38,219.35,-1.09,1.68
