FZ,SR,SA,V,FX,NFX,NFY
-649.2,0.0,0.005,40.2,-36.99,0.057,0.0357
-665.05,0.0,0.007,40.2,-38.04,0.0572,0.0328
-673.06,0.0,0.001,40.23,-41.58,0.0618,0.033
-679.24,0.0,0.026,40.23,-45.92,0.0676,0.036
-678.23,0.0,0.02,40.25,-50.77,0.0749,0.0395
-669.64,0.0,0.014,40.27,-54.23,0.081,0.0419
-658.18,0.0,0.011,40.28,-55.43,0.0842,0.0433
-644.12,0.0,0.007,40.28,-54.97,0.0853,0.0433
-630.69,0.0,0.016,40.3,-50.9,0.0807,0.0404
-626.55,0.0,0.01,40.3,-45.45,0.0725,0.038
-633.84,0.0,0.013,40.31,-39.34,0.0621,0.0372
-643.87,0.0,0.003,40.31,-37.26,0.0579,0.0354
-658.45,0.0,0.02,40.31,-36.91,0.0561,0.034
-672.49,0.0,0.016,40.3,-37.83,0.0563,0.0325
-676.4,0.0,0.001,40.3,-42.02,0.0621,0.0351
-678.39,0.0,0.005,40.3,-46.63,0.0687,0.0372
-672.19,0.0,0.011,40.28,-50.79,0.0756,0.0386
-660.04,0.0,0.017,40.29,-53.8,0.0815,0.0404
-649.79,0.0,0.005,40.27,-54.72,0.0842,0.0387
-636.92,0.0,0.005,40.25,-53.66,0.0843,0.0411
-627.25,0.0,0.027,40.26,-49.31,0.0786,0.0396
-629.01,0.0,0.004,40.25,-44.41,0.0706,0.0373
-639.9,0.0,0.008,40.25,-38.2,0.0597,0.036
-651.84,0.0,0.005,40.22,-37.55,0.0576,0.0338
-668.87,0.0,0.004,40.21,-38.05,0.0569,0.032
-677.14,0.0,0.002,40.2,-39.24,0.0579,0.0343
-680.46,0.0,0.018,40.19,-43.6,0.0641,0.0351
-679.55,0.0,0.024,40.18,-48.18,0.0709,0.0362
-670.02,0.0,0.011,40.16,-51.23,0.0765,0.0388
-659.73,0.0,0.018,40.17,-53.38,0.0809,0.0409
-643.86,0.0,0.018,40.15,-53.6,0.0832,0.0406
-630.83,0.0,0.016,40.13,-50.78,0.0805,0.0371
-627.99,0.0,0.007,40.13,-46.52,0.0741,0.0387
-630.63,0.0,0.001,40.13,-41.39,0.0656,0.0359
-644.86,0.0,0.021,40.13,-39.31,0.061,0.0354
-658.83,0.0,0.01,40.13,-37.47,0.0569,0.0331
-670.7,0.0,0.01,40.14,-40.28,0.0601,0.0341
-679.41,0.0,0.001,40.13,-43.26,0.0637,0.0342
-682.09,0.0,0.005,40.14,-46.63,0.0684,0.0357
-674.7,0.0,0.016,40.12,-50.52,0.0749,0.0381
-664.32,0.0,0.017,40.13,-53.29,0.0802,0.0398
-651.3,0.0,0.021,40.14,-55.73,0.0856,0.0396
-636.42,0.0,0.003,40.15,-54.97,0.0864,0.04
-629.49,0.0,0.013,40.18,-49.89,0.0793,0.0415
-629.69,0.0,0.014,40.2,-45.69,0.0726,0.0384
-639.73,0.0,0.001,40.23,-39.86,0.0623,0.0366
-653.74,0.0,0.003,40.24,-37.0,0.0566,0.034
-666.26,0.0,0.018,40.26,-39.01,0.0586,0.0327
-675.36,0.0,0.018,40.26,-41.43,0.0613,0.0345
-677.22,0.0,0.003,40.26,-46.47,0.0686,0.0339
-677.39,0.0,0.017,40.26,-48.02,0.0709,0.0372
-669.99,0.0,0.009,40.27,-51.6,0.077,0.0385
-657.47,0.0,0.011,40.27,-53.93,0.082,0.0394
-643.03,0.0,0.01,40.28,-52.21,0.0812,0.0419
-632.02,0.0,0.003,40.27,-48.41,0.0766,0.0415
-628.87,0.0,0.001,40.26,-44.2,0.0703,0.0399
-635.53,0.0,0.008,40.27,-40.26,0.0633,0.0388
-645.71,0.0,0.013,40.26,-36.82,0.057,0.0366
-659.67,0.0,0.005,40.27,-38.0,0.0576,0.034
-673.12,0.0,0.005,40.27,-39.06,0.058,0.0354
-679.53,0.0,0.01,40.3,-42.98,0.0633,0.0364
-680.19,0.0,0.02,40.26,-47.06,0.0692,0.0363
-675.89,0.0,0.006,40.28,-50.26,0.0744,0.0369
-663.61,0.0,0.001,40.28,-52.71,0.0794,0.0411
-648.72,0.0,0.008,40.27,-52.67,0.0812,0.042
-637.89,0.0,0.007,40.26,-50.53,0.0792,0.0405
-630.14,0.0,0.014,40.26,-46.98,0.0745,0.0396
-629.03,0.0,0.002,40.25,-42.77,0.068,0.0388
-638.14,0.0,0.007,40.25,-36.94,0.0579,0.0373
-654.74,0.0,0.002,40.25,-36.99,0.0565,0.0329
-669.39,0.0,0.023,40.24,-38.19,0.057,0.032
-679.44,0.0,0.013,40.24,-40.34,0.0594,0.0328
-682.5,0.0,0.001,40.23,-44.4,0.0651,0.035
-679.07,0.0,0.016,40.22,-48.19,0.071,0.0362
-671.79,0.0,0.002,40.23,-52.44,0.0781,0.0403
-656.98,0.0,0.001,40.21,-52.01,0.0792,0.04
-644.14,0.0,0.002,40.2,-51.8,0.0804,0.0423
-633.1,0.0,0.004,40.2,-49.64,0.0784,0.0412
-630.42,0.0,0.002,40.18,-44.2,0.0701,0.0386
-634.33,0.0,0.007,40.18,-41.38,0.0652,0.038
-647.14,0.0,0.005,40.17,-39.05,0.0603,0.034
-660.38,0.0,0.01,40.18,-39.39,0.0596,0.0325
-674.41,0.0,0.009,40.16,-39.76,0.059,0.0323
-680.72,0.0,0.011,40.18,-42.72,0.0628,0.0347
-681.86,0.0,0.002,40.19,-46.37,0.068,0.0351
-673.03,0.0,0.002,40.17,-51.48,0.0765,0.0384
-661.92,0.0,0.004,40.18,-52.97,0.08,0.0421
-647.62,0.0,0.011,40.16,-53.77,0.083,0.0422
-634.64,0.0,0.017,40.16,-51.89,0.0818,0.0416
-627.7,0.0,0.005,40.15,-46.84,0.0746,0.0393
-629.73,0.0,0.016,40.17,-42.23,0.0671,0.0376
-639.17,0.0,0.02,40.15,-38.35,0.06,0.0366
-653.16,0.0,0.011,40.19,-36.73,0.0562,0.0361
-667.69,0.0,0.024,40.2,-38.74,0.058,0.0333
-675.48,0.0,0.026,40.19,-42.27,0.0626,0.0353
-677.82,0.0,0.008,40.2,-46.6,0.0687,0.0374
-677.6,0.0,0.002,40.21,-49.53,0.0731,0.0383
-663.89,0.0,0.018,40.2,-52.16,0.0786,0.0412
-650.51,0.0,0.003,40.23,-54.47,0.0837,0.0427
-635.96,0.0,0.014,40.22,-53.16,0.0836,0.0423
-625.53,0.0,0.005,40.23,-50.46,0.0807,0.042
-623.91,0.0,0.011,40.23,-44.45,0.0712,0.0384
-632.28,0.0,0.001,40.25,-41.1,0.065,0.0373
-646.89,0.0,0.002,40.25,-37.23,0.0575,0.0373
-660.85,0.0,0.014,40.27,-37.18,0.0563,0.0339
-673.83,0.0,0.016,40.25,-41.13,0.061,0.0343
-681.56,0.0,0.017,40.25,-43.84,0.0643,0.0331
-678.03,0.0,0.021,40.25,-46.37,0.0684,0.0363
-671.26,0.0,0.014,40.27,-49.84,0.0742,0.0398
-662.65,0.0,0.021,40.27,-52.98,0.08,0.0402
-648.8,0.0,0.017,40.27,-53.35,0.0822,0.0407
-633.68,0.0,0.011,40.3,-52.01,0.0821,0.0413
-627.73,0.0,0.016,40.27,-46.97,0.0748,0.0387
-629.62,0.0,0.027,40.27,-42.34,0.0672,0.0397
-638.0,0.0,0.014,40.28,-38.73,0.0607,0.0381
-655.45,0.0,0.008,40.27,-35.9,0.0548,0.0352
-667.96,0.0,0.008,40.28,-38.32,0.0574,0.0346
-676.32,0.0,0.003,40.26,-40.9,0.0605,0.034
-680.1,0.0,0.004,40.26,-43.59,0.0641,0.0342
-674.97,0.0,0.01,40.25,-48.01,0.0711,0.0373
-666.99,0.0,0.01,40.25,-51.05,0.0765,0.0407
-654.11,0.0,0.015,40.23,-52.95,0.0809,0.0416
-638.51,0.0,0.016,40.22,-54.0,0.0846,0.0405
-629.39,0.0,0.004,40.24,-50.44,0.0801,0.041
-626.21,0.0,0.03,40.23,-44.57,0.0712,0.0387
-630.5,0.0,0.02,40.2,-40.54,0.0643,0.036
-645.59,0.0,0.017,40.19,-37.25,0.0577,0.0347
-661.11,0.0,0.011,40.18,-36.35,0.055,0.0336
-672.13,0.0,0.016,40.17,-39.48,0.0587,0.0333
-679.88,0.0,0.013,40.16,-42.45,0.0624,0.0351
-678.97,0.0,0.001,40.15,-47.74,0.0703,0.036
-671.47,0.0,0.016,40.16,-50.5,0.0752,0.0398
-660.97,0.0,0.013,40.15,-53.24,0.0806,0.0412
-646.39,0.0,0.005,40.14,-53.61,0.0829,0.0398
-634.97,0.0,0.007,40.13,-52.43,0.0826,0.0401
-628.46,0.0,0.017,40.14,-46.29,0.0737,0.0389
-628.3,0.0,0.002,40.13,-43.73,0.0696,0.0372
-641.59,0.0,0.003,40.13,-38.32,0.0597,0.0358
-654.15,0.0,0.011,40.12,-35.49,0.0543,0.0342
-669.39,0.0,0.017,40.12,-39.82,0.0595,0.0336
-677.04,0.0,0.017,40.14,-41.84,0.0618,0.0364
-680.68,0.0,0.011,40.15,-45.49,0.0668,0.0369
-676.29,0.0,0.005,40.16,-48.84,0.0722,0.0393
-668.29,0.0,0.001,40.15,-51.99,0.0778,0.0417
-656.84,0.0,0.014,40.16,-54.32,0.0827,0.0413
-639.69,0.0,0.003,40.17,-52.33,0.0818,0.0424
-628.52,0.0,0.007,40.16,-49.47,0.0787,0.0402
-627.52,0.0,0.013,40.18,-44.03,0.0702,0.0387
-633.73,0.0,0.002,40.2,-40.38,0.0637,0.0367
-647.73,0.0,0.007,40.2,-37.49,0.0579,0.0377
-662.31,0.0,0.001,40.19,-37.3,0.0563,0.0356
-674.29,0.0,0.024,40.2,-39.47,0.0585,0.035
-681.56,0.0,0.011,40.2,-42.71,0.0627,0.0368
-679.09,0.0,0.006,40.23,-47.72,0.0703,0.0383
-675.54,0.0,0.002,40.22,-48.86,0.0723,0.0396
-662.4,0.0,0.01,40.23,-52.29,0.0789,0.0399
-647.37,0.0,0.017,40.23,-51.97,0.0803,0.0399
-633.94,0.0,0.007,40.24,-50.66,0.0799,0.0382
-627.27,0.0,0.016,40.24,-46.83,0.0746,0.0397
-632.02,0.0,0.013,40.24,-41.66,0.0659,0.038
-641.85,0.0,0.005,40.24,-37.62,0.0586,0.0392
-654.53,0.0,0.01,40.23,-35.76,0.0546,0.0352
-670.82,0.0,0.018,40.23,-38.15,0.0569,0.0365
-677.87,0.0,0.002,40.24,-39.78,0.0587,0.0349
-679.24,0.0,0.015,40.23,-44.38,0.0653,0.0359
-673.42,0.0,0.016,40.23,-49.81,0.074,0.0383
-665.31,0.0,0.001,40.21,-52.18,0.0784,0.0377
-652.28,0.0,0.006,40.21,-53.51,0.082,0.0405
-637.26,0.0,0.013,40.19,-52.88,0.083,0.0435
-625.64,0.0,0.021,40.2,-50.74,0.0811,0.0398
-625.48,0.0,0.017,40.19,-46.78,0.0748,0.0396
-632.52,0.0,0.005,40.17,-41.36,0.0654,0.039
-646.3,0.0,0.001,40.17,-38.75,0.06,0.0389
-659.08,0.0,0.021,40.16,-38.15,0.0579,0.035
-673.44,0.0,0.001,40.17,-40.86,0.0607,0.033
-677.71,0.0,0.006,40.16,-44.94,0.0663,0.0339
-678.7,0.0,0.001,40.16,-49.14,0.0724,0.036
-669.63,0.0,0.003,40.15,-53.29,0.0796,0.0388
-659.82,0.0,0.006,40.16,-54.52,0.0826,0.0398
-646.1,0.0,0.001,40.21,-56.28,0.0871,0.0387
-632.79,0.0,0.006,40.22,-54.68,0.0864,0.0389
-624.71,0.0,0.002,40.23,-49.2,0.0788,0.0421
-624.57,0.0,0.016,40.23,-43.74,0.07,0.0399
-638.44,0.0,0.008,40.25,-40.41,0.0633,0.0351
-653.75,0.0,0.008,40.23,-37.97,0.0581,0.0328
-665.67,0.0,0.016,40.21,-39.02,0.0586,0.0326
-678.6,0.0,0.021,40.23,-41.17,0.0607,0.0342
-681.53,0.0,0.02,40.22,-44.82,0.0658,0.0342
-678.58,0.0,0.002,40.22,-48.71,0.0718,0.0379
-667.13,0.0,0.027,40.22,-51.07,0.0766,0.038
-652.21,0.0,0.004,40.21,-53.5,0.082,0.0407
-637.78,0.0,0.026,40.22,-51.77,0.0812,0.0405
-627.96,0.0,0.012,40.21,-49.61,0.079,0.0397
-624.91,0.0,0.001,40.2,-44.01,0.0704,0.0385
-632.55,0.0,0.001,40.2,-39.28,0.0621,0.0358
-647.75,0.0,0.003,40.21,-38.32,0.0592,0.0353
-661.83,0.0,0.03,40.2,-38.12,0.0576,0.0337
-673.57,0.0,0.001,40.2,-41.94,0.0623,0.0318
-680.01,0.0,0.018,40.2,-44.63,0.0656,0.036
-678.98,0.0,0.001,40.21,-47.31,0.0697,0.039
-672.79,0.0,0.008,40.21,-50.35,0.0748,0.0406
-661.69,0.0,0.006,40.21,-52.01,0.0786,0.0424
-645.8,0.0,0.001,40.24,-52.22,0.0809,0.0428
-635.59,0.0,0.011,40.23,-50.1,0.0788,0.0383
-627.62,0.0,0.016,40.24,-45.85,0.073,0.041
-630.93,0.0,0.009,40.24,-42.07,0.0667,0.0384
-638.58,0.0,0.002,40.25,-37.93,0.0594,0.0365
-653.52,0.0,0.003,40.26,-37.97,0.0581,0.0338
-667.92,0.0,0.011,40.25,-40.13,0.0601,0.0321
-677.74,0.0,0.014,40.25,-44.34,0.0654,0.0341
-680.93,0.0,0.01,40.25,-45.79,0.0672,0.0384
-677.86,0.0,0.013,40.25,-49.54,0.0731,0.0382
-666.74,0.0,0.011,40.25,-53.37,0.08,0.0416
-652.41,0.0,0.014,40.24,-53.37,0.0818,0.0395
-637.4,0.0,0.004,40.25,-54.4,0.0853,0.0414
-629.13,0.0,0.011,40.25,-49.22,0.0782,0.0389
-627.65,0.0,0.007,40.25,-44.04,0.0702,0.0376
-633.25,0.0,0.004,40.23,-41.23,0.0651,0.0358
-648.33,0.0,0.002,40.23,-38.62,0.0596,0.0345
-662.65,0.0,0.006,40.22,-39.11,0.059,0.0325
-673.8,0.0,0.003,40.21,-41.81,0.062,0.0351
-679.53,0.0,0.03,40.21,-44.09,0.0649,0.0372
-680.54,0.0,0.018,40.19,-48.43,0.0712,0.0372
-672.65,0.0,0.004,40.18,-50.92,0.0757,0.0391
-660.95,0.0,0.001,40.17,-53.39,0.0808,0.0412
-647.25,0.0,0.014,40.17,-53.77,0.0831,0.0413
-634.37,0.0,0.02,40.17,-53.54,0.0844,0.0395
-626.52,0.0,0.023,40.19,-49.05,0.0783,0.0375
-630.56,0.0,0.012,40.19,-42.5,0.0674,0.0371
-640.63,0.0,0.008,40.21,-39.06,0.061,0.0358
-655.8,0.0,0.015,40.22,-37.44,0.0571,0.0328
-669.62,0.0,0.026,40.2,-39.17,0.0585,0.0323
-677.87,0.0,0.008,40.19,-41.75,0.0616,0.0332
-680.94,0.0,0.017,40.19,-44.28,0.065,0.0353
-677.27,0.0,0.017,40.19,-47.74,0.0705,0.0384
-668.43,0.0,0.002,40.19,-51.33,0.0768,0.0388
-653.52,0.0,0.008,40.2,-50.88,0.0779,0.0417
-639.11,0.0,0.01,40.2,-51.08,0.0799,0.0413
-630.97,0.0,0.004,40.19,-47.81,0.0758,0.0398
-627.91,0.0,0.005,40.2,-43.59,0.0694,0.0382
-637.24,0.0,0.005,40.19,-39.14,0.0614,0.0369
-652.44,0.0,0.008,40.18,-37.23,0.0571,0.0342
-665.09,0.0,0.01,40.17,-37.45,0.0563,0.0335
-678.14,0.0,0.012,40.19,-38.92,0.0574,0.0329
-680.62,0.0,0.02,40.2,-42.99,0.0632,0.037
-679.94,0.0,0.005,40.19,-46.89,0.069,0.0382
-671.48,0.0,0.008,40.19,-48.59,0.0724,0.0397
-659.76,0.0,0.011,40.2,-51.31,0.0778,0.0424
-643.42,0.0,0.021,40.2,-53.45,0.0831,0.043
-633.31,0.0,0.016,40.23,-52.25,0.0825,0.0438
-625.33,0.0,0.001,40.22,-46.11,0.0737,0.0405
-630.33,0.0,0.002,40.22,-42.62,0.0676,0.0363
-639.56,0.0,0.011,40.23,-37.67,0.0589,0.0362
-654.96,0.0,0.002,40.23,-37.86,0.0578,0.0342
-668.4,0.0,0.001,40.25,-39.31,0.0588,0.0335
-677.03,0.0,0.026,40.25,-42.57,0.0629,0.0353
-678.66,0.0,0.008,40.25,-45.25,0.0667,0.0384
-673.87,0.0,0.009,40.26,-50.09,0.0743,0.0406
-665.76,0.0,0.002,40.25,-52.56,0.079,0.0402
-650.85,0.0,0.002,40.25,-53.77,0.0826,0.0436
-638.33,0.0,0.003,40.25,-53.16,0.0833,0.041
-626.25,0.0,0.002,40.25,-50.18,0.0801,0.0373
-624.76,0.0,0.005,40.25,-44.99,0.072,0.0386
-633.98,0.0,0.002,40.25,-41.5,0.0655,0.0369
-646.29,0.0,0.016,40.24,-38.77,0.06,0.0356
-659.41,0.0,0.009,40.23,-39.4,0.0597,0.0356
-673.31,0.0,0.018,40.22,-41.14,0.0611,0.0354
-678.28,0.0,0.003,40.21,-45.08,0.0665,0.0337
-677.28,0.0,0.013,40.2,-48.56,0.0717,0.0374
-671.93,0.0,0.01,40.18,-51.49,0.0766,0.0399
-660.12,0.0,0.021,40.18,-52.17,0.079,0.0402
-645.81,0.0,0.024,40.17,-52.92,0.082,0.0411
-631.07,0.0,0.009,40.16,-49.8,0.0789,0.0407
-626.45,0.0,0.003,40.15,-47.1,0.0752,0.0391
-629.98,0.0,0.004,40.15,-43.16,0.0685,0.0366
-641.94,0.0,0.003,40.16,-39.44,0.0614,0.0353
-659.52,0.0,0.001,40.16,-39.36,0.0597,0.0345
-671.06,0.0,0.006,40.15,-39.33,0.0586,0.0332
-679.3,0.0,0.008,40.16,-43.12,0.0635,0.0339
-681.4,0.0,0.014,40.15,-46.34,0.068,0.0358
-676.18,0.0,0.011,40.15,-49.11,0.0726,0.0393
-666.75,0.0,0.008,40.14,-52.29,0.0784,0.0386
-651.37,0.0,0.018,40.12,-51.02,0.0783,0.0389
-638.14,0.0,0.009,40.14,-50.37,0.0789,0.0422
-628.09,0.0,0.006,40.13,-47.12,0.075,0.0404
-627.92,0.0,0.018,40.15,-42.9,0.0683,0.0386
-636.4,0.0,0.007,40.16,-39.28,0.0617,0.0373
-650.14,0.0,0.006,40.16,-37.79,0.0581,0.0343
-662.79,0.0,0.006,40.16,-38.44,0.058,0.0323
-672.39,0.0,0.005,40.16,-40.44,0.0601,0.0344
-678.56,0.0,0.018,40.17,-44.67,0.0658,0.0353
-678.13,0.0,0.002,40.16,-48.56,0.0716,0.0383
-672.28,0.0,0.011,40.18,-52.28,0.0778,0.0408
-657.72,0.0,0.011,40.19,-52.44,0.0797,0.0404
-644.83,0.0,0.006,40.18,-53.76,0.0834,0.0411
-631.4,0.0,0.014,40.2,-50.78,0.0804,0.0406
-627.59,0.0,0.001,40.24,-47.22,0.0752,0.0404
-630.58,0.0,0.007,40.25,-43.03,0.0682,0.0394
-641.1,0.0,0.015,40.25,-39.99,0.0624,0.0389
-657.36,0.0,0.008,40.25,-39.09,0.0595,0.0334
-670.92,0.0,0.007,40.27,-40.0,0.0596,0.0344
-678.7,0.0,0.02,40.28,-42.85,0.0631,0.0335
-681.26,0.0,0.005,40.28,-45.37,0.0666,0.0349
-677.48,0.0,0.007,40.28,-49.54,0.0731,0.0373
-666.16,0.0,0.011,40.27,-51.47,0.0773,0.0401
-653.26,0.0,0.02,40.27,-52.93,0.081,0.0426
-637.53,0.0,0.009,40.27,-53.29,0.0836,0.0413
-629.5,0.0,0.001,40.28,-49.06,0.0779,0.0414
-628.16,0.0,0.001,40.27,-44.44,0.0707,0.0385
-635.07,0.0,0.006,40.27,-40.13,0.0632,0.036
-651.94,0.0,0.006,40.25,-37.41,0.0574,0.035
-665.18,0.0,0.001,40.25,-39.27,0.059,0.0335
-675.48,0.0,0.008,40.25,-41.02,0.0607,0.033
-680.1,0.0,0.02,40.25,-43.72,0.0643,0.0322
-678.95,0.0,0.005,40.24,-46.49,0.0685,0.037
-671.2,0.0,0.026,40.25,-51.61,0.0769,0.0395
-659.29,0.0,0.018,40.22,-52.13,0.0791,0.0413
-643.55,0.0,0.017,40.22,-53.46,0.0831,0.0412
-631.42,0.0,0.011,40.21,-50.75,0.0804,0.0416
-626.57,0.0,0.005,40.18,-45.99,0.0734,0.0397
-631.68,0.0,0.008,40.19,-42.06,0.0666,0.0381
-641.02,0.0,0.005,40.17,-38.62,0.0603,0.0338
-659.06,0.0,0.003,40.15,-37.85,0.0574,0.032
-672.75,0.0,0.013,40.15,-38.48,0.0572,0.0345
-681.7,0.0,0.008,40.16,-42.01,0.0616,0.0339
-682.62,0.0,0.021,40.15,-45.23,0.0663,0.0372
-676.8,0.0,0.018,40.16,-49.39,0.073,0.0403
-667.71,0.0,0.005,40.15,-52.97,0.0793,0.0405
-652.67,0.0,0.001,40.16,-53.06,0.0813,0.0423
-636.82,0.0,0.016,40.14,-51.76,0.0813,0.0403
-627.38,0.0,0.026,40.14,-46.44,0.074,0.0388
-626.6,0.0,0.026,40.14,-42.9,0.0685,0.0385
-634.36,0.0,0.014,40.14,-39.56,0.0624,0.0367
-648.97,0.0,0.013,40.16,-37.26,0.0574,0.036
-663.51,0.0,0.001,40.17,-37.9,0.0571,0.0328
-675.71,0.0,0.009,40.15,-41.26,0.0611,0.0354
-680.1,0.0,0.008,40.16,-43.0,0.0632,0.0368
-678.83,0.0,0.005,40.16,-47.32,0.0697,0.039
-671.09,0.0,0.017,40.16,-49.67,0.074,0.0419
-658.18,0.0,0.008,40.17,-52.96,0.0805,0.0411
-643.16,0.0,0.005,40.17,-52.92,0.0823,0.0408
-631.76,0.0,0.001,40.17,-51.44,0.0814,0.0394
-624.03,0.0,0.014,40.19,-46.67,0.0748,0.0389
-630.71,0.0,0.006,40.17,-41.93,0.0665,0.0381
-642.07,0.0,0.03,40.19,-38.62,0.0602,0.0379
-654.83,0.0,0.005,40.22,-40.35,0.0616,0.0338
-670.91,0.0,0.02,40.24,-41.14,0.0613,0.0346
-677.56,0.0,0.023,40.25,-45.07,0.0665,0.035
-680.41,0.0,0.003,40.26,-46.66,0.0686,0.0366
-673.73,0.0,0.017,40.29,-51.08,0.0758,0.0394
-664.9,0.0,0.003,40.31,-53.82,0.0809,0.0405
-649.42,0.0,0.005,40.3,-53.78,0.0828,0.0421
-637.28,0.0,0.018,40.3,-53.28,0.0836,0.0417
-627.49,0.0,0.002,40.31,-48.51,0.0773,0.0388
-630.06,0.0,0.015,40.31,-43.75,0.0694,0.0374
-638.31,0.0,0.008,40.31,-39.57,0.062,0.0355
-651.6,0.0,0.014,40.31,-38.23,0.0587,0.0345
-669.03,0.0,0.021,40.3,-39.96,0.0597,0.0356
-677.16,0.0,0.002,40.3,-41.7,0.0616,0.0352
-682.63,0.0,0.004,40.29,-46.05,0.0675,0.0361
-680.85,0.0,0.001,40.29,-48.55,0.0713,0.0388
-670.61,0.0,0.005,40.25,-50.91,0.0759,0.0403
-659.88,0.0,0.001,40.25,-51.59,0.0782,0.0405
-643.88,0.0,0.002,40.23,-52.61,0.0817,0.041
-632.52,0.0,0.01,40.23,-49.24,0.0778,0.0403
-626.56,0.0,0.008,40.22,-44.72,0.0714,0.0393
-633.0,0.0,0.002,40.22,-41.65,0.0658,0.036
-641.87,0.0,0.001,40.2,-38.89,0.0606,0.0345
-659.91,0.0,0.005,40.18,-38.53,0.0584,0.0338
-672.03,0.0,0.016,40.17,-39.44,0.0587,0.0344
-678.7,0.0,0.006,40.17,-41.99,0.0619,0.0358
-678.66,0.0,0.001,40.16,-45.11,0.0665,0.0364
-674.01,0.0,0.007,40.14,-48.57,0.0721,0.0397
-665.65,0.0,0.009,40.14,-49.54,0.0744,0.04
-649.32,0.0,0.008,40.13,-49.92,0.0769,0.0409
-637.63,0.0,0.005,40.12,-51.31,0.0805,0.0423
-628.56,0.0,0.011,40.09,-46.69,0.0743,0.0404
-628.76,0.0,0.008,40.09,-43.44,0.0691,0.0384
-636.9,0.0,0.026,40.09,-38.73,0.0608,0.0359
-651.61,0.0,0.018,40.09,-37.81,0.058,0.0341
-665.18,0.0,0.027,40.09,-38.85,0.0584,0.0336
-676.55,0.0,0.008,40.12,-41.96,0.062,0.035
-680.11,0.0,0.002,40.12,-46.31,0.0681,0.0363
-680.01,0.0,0.007,40.11,-48.97,0.072,0.0371
-667.35,0.0,0.011,40.12,-52.18,0.0782,0.0387
-657.56,0.0,0.012,40.14,-52.84,0.0804,0.0391
-641.97,0.0,0.021,40.14,-52.38,0.0816,0.0421
-632.03,0.0,0.014,40.16,-48.14,0.0762,0.0423
-626.43,0.0,0.021,40.15,-45.02,0.0719,0.0399
-632.42,0.0,0.011,40.18,-40.41,0.0639,0.0385
-643.77,0.0,0.017,40.17,-39.45,0.0613,0.0367
-659.89,0.0,0.014,40.2,-40.04,0.0607,0.0361
-671.29,0.0,0.009,40.19,-42.07,0.0627,0.0354
-678.82,0.0,0.021,40.19,-43.69,0.0644,0.0342
-680.19,0.0,0.017,40.21,-48.97,0.072,0.0363
-676.02,0.0,0.013,40.21,-51.22,0.0758,0.0363
-664.44,0.0,0.002,40.25,-53.94,0.0812,0.0408
-650.86,0.0,0.014,40.25,-53.78,0.0826,0.0419
-636.59,0.0,0.001,40.25,-52.18,0.082,0.0417
-628.81,0.0,0.005,40.25,-47.12,0.0749,0.0395
-629.01,0.0,0.002,40.25,-41.95,0.0667,0.0394
-638.44,0.0,0.005,40.25,-38.87,0.0609,0.0366
-652.44,0.0,0.017,40.25,-37.81,0.0579,0.035
-666.15,0.0,0.011,40.25,-38.86,0.0583,0.0335
-679.08,0.0,0.017,40.25,-41.29,0.0608,0.0332
-683.1,0.0,0.005,40.25,-45.9,0.0672,0.0335
-680.4,0.0,0.005,40.24,-48.15,0.0708,0.0362
-670.75,0.0,0.007,40.25,-51.34,0.0765,0.0409
-660.0,0.0,0.011,40.26,-52.28,0.0792,0.041
-646.28,0.0,0.007,40.25,-52.23,0.0808,0.0412
-633.22,0.0,0.018,40.25,-50.91,0.0804,0.0404
-628.82,0.0,0.002,40.25,-45.44,0.0723,0.0394
-633.35,0.0,0.008,40.25,-40.71,0.0643,0.038
-646.02,0.0,0.013,40.24,-38.37,0.0594,0.0346
-658.68,0.0,0.013,40.25,-38.72,0.0588,0.0325
-672.59,0.0,0.002,40.25,-41.0,0.061,0.0326
-678.55,0.0,0.02,40.25,-42.45,0.0626,0.0338
-679.34,0.0,0.016,40.25,-46.79,0.0689,0.0362
-673.16,0.0,0.005,40.25,-52.01,0.0773,0.0397
-665.05,0.0,0.004,40.25,-53.25,0.0801,0.0411
-650.14,0.0,0.02,40.25,-53.62,0.0825,0.0421
-636.45,0.0,0.014,40.23,-51.49,0.0809,0.0406
-625.93,0.0,0.023,40.23,-47.38,0.0757,0.0407
-629.48,0.0,0.005,40.22,-41.53,0.066,0.0377
-639.05,0.0,0.011,40.22,-38.04,0.0595,0.0366
-654.49,0.0,0.014,40.19,-36.44,0.0557,0.0341
-666.87,0.0,0.01,40.21,-37.9,0.0568,0.0329
-677.38,0.0,0.023,40.18,-41.17,0.0608,0.032
-680.81,0.0,0.012,40.19,-45.77,0.0672,0.0348
-677.87,0.0,0.016,40.18,-48.28,0.0712,0.039
-666.54,0.0,0.005,40.2,-52.02,0.078,0.0407
-653.76,0.0,0.008,40.18,-53.64,0.082,0.0435
-639.93,0.0,0.008,40.18,-54.4,0.085,0.0423
-630.22,0.0,0.008,40.19,-48.93,0.0776,0.0428
-625.47,0.0,0.01,40.18,-44.18,0.0706,0.0388
-631.83,0.0,0.014,40.2,-40.7,0.0644,0.0365
-645.33,0.0,0.004,40.2,-38.35,0.0594,0.0336
-660.87,0.0,0.02,40.2,-37.46,0.0567,0.0351
-672.85,0.0,0.008,40.21,-40.42,0.0601,0.0355
-680.97,0.0,0.009,40.24,-44.22,0.0649,0.0349
